ID,Upvotes
366953,205.2079172782735
71864,125.45875728471734
141692,50.38725763272694
316833,41.643603356453895
440445,267.2950553089172
3514,35.145027347834684
331420,21.46983206222842
406540,74.99564356415124
227379,77.85182880871213
331687,40.54356285656547
32784,25.00326825161835
470377,58.016684021418826
338103,34.70499151690797
29883,196.44886379120146
218228,42.542789153916516
70945,726.5320673161361
14328,43.663015435890856
259947,117.05914064576592
346378,447.72168989948455
384621,31.83064075226136
425418,36.548213915728866
131224,125.51548106640182
365408,20.838950102143542
218626,29.980733546817135
331722,53.07154847788658
310969,42.05691293094583
307391,174.29243468230908
14072,257.49505711206655
238694,32.00814461576982
213841,30.876196412371797
165258,115.05938109170586
123606,43.02540548708561
214062,51.90779126330642
279450,394.87359857349463
178546,26.00187678321086
358455,32.91944901869971
386308,18.253778263847693
155592,55.59634017647204
200090,44.408570089028814
127308,37.91620826352869
449766,84.77462963586859
223688,33.19701441523651
442443,12.664134379293358
451259,390.0105956433091
87024,11.650236069663805
207529,193.7687716511976
196568,45.20507284943807
38258,61.349462510461166
387275,25.914097446037204
86152,31.9485065689764
302142,216.28201831188036
401268,443.90955117785626
307187,32.64480092286337
252388,44.41282286375173
844,11.275302821212989
105707,33.17954371541816
230309,247.3263338766156
362573,81.19115083140633
173751,98.76046693738223
349049,32.90361684800436
310466,32.337667976177585
205786,116.10296337884054
208358,69.9235376107566
440214,47.13465626316659
41343,36.66963329265397
427741,210.20095140340158
355001,95.02379375150838
137708,59.20041725291364
146326,365.616237203181
220889,52.08357937447869
205742,1472.6065182069606
28737,24.79835288972788
292474,42.76194354955433
349149,24.40927796229809
46230,19.071939968780384
303160,82.65861792685277
292638,151.58666916832675
210116,23.541964497427557
55900,23.012279773812338
91135,45.90142565666227
452177,213.98706474347517
170628,33.17640645120176
237099,36.49068226598666
166022,17.394892859921185
175687,67.46814908389683
392847,6.328852911130838
454964,24.74969000586455
259259,31.37831323713951
289148,209.14495677747675
311134,31.80344734792493
62551,659.6615263658886
336258,23.67295365666328
468049,34.579727274342616
22189,56.47504309903812
264888,59.73196196462584
451615,248.0741403638186
85004,43.73307887408879
375246,97.417180369065
60204,36.13824540125282
126097,20.17796151448121
182425,4372.953567984065
449937,79.40865109732246
442637,8645.711868851524
378184,48.673643245881095
357584,314.1238570545359
383054,34.77403936602329
299871,51.362087275623594
152764,26.178184593705595
22064,41.38439087107136
416791,21.22333105921618
440686,102.11456378040538
44537,32.06075743281309
80203,35.849896357956254
81726,23.666745791569923
440068,261.7178199334788
109276,40.44785238968444
120567,32.2040890183801
169520,94.04903307339967
84443,27.593387340167595
139139,68.69929434970445
346145,65.98168606761087
75219,47.878981862184105
244042,57.4387338286941
6992,48.028454353434256
337741,14.353472710161697
20091,781.9910050048759
420761,83.2121341427873
101501,19.25044541053836
408598,919.7027716063616
306979,14.468967784771706
50260,21.37308718337212
21088,11.539105821546116
462951,5.394904769030177
196903,32.88829970448472
155361,172.98302890866645
51756,31.300839436551456
192022,24.74973932934094
384071,6.311896633590521
173305,714.0170100200987
56449,34.30726342605021
172164,41.777573285257034
341063,47.2240465390872
431990,30.01415933665936
342757,121.76993231168481
335181,24.732690846237915
121613,24.15907520958163
40216,86.86224171639566
116940,2.6298066019108433
351719,6.253587573174741
436421,31.82408324193878
173164,57.4183372226062
362350,23.223500691798336
357892,333.660361165873
335957,69.27806888990412
192010,20.341100383674586
407412,27.950172985036374
19359,12.966096180446158
82078,31.047131286851425
375709,2110.991384486636
122137,36.483689303609054
244661,150.43152401985589
434900,197.63971728765313
54220,24.748023293712208
425162,43.75504318430083
453118,68.35247120700888
373873,25.60316512809237
238415,514.8083526197017
53501,138.49917142804134
67918,26.95763027504796
68982,18.803235892447873
81980,41.90348092188458
332015,97.79038749334282
171470,32.07669491522498
24209,15.88505163299024
396455,177.79237623793438
236372,63.81459487343645
29062,227.93263148634668
248733,31.65725181651152
43097,21.0625137307851
401490,33.880050002348696
181282,35.04285942106989
285264,53.00932429561891
386230,26.220119137297274
262238,65.99887079586651
226323,32.51128344535968
224589,105.14058974752757
61,33.639029891913594
120331,16.27951051293246
59519,31.76935253748789
263459,458.55428717862446
188774,795.9597229081993
157423,40.64074847332944
204323,661.3314854878811
94807,33.01101355567204
130112,25.272486586732697
298030,221.77627807574146
361994,31.471313544241468
242867,49.67202300732504
345301,19.90415456859725
404296,20.26978042449113
403325,32.98083337874746
78570,32.880065335443135
247119,99.83152809731908
433907,1050.0685029459603
51709,32.94916192821992
256743,49.45476386848128
132448,46.79481257456203
429148,43.76221077094445
384840,33.22140000247748
434864,215.70389138784597
317954,100.9695083652579
452061,44.76742542256403
85212,28.6166826150899
373284,55.66915714491782
284208,197.51497908136758
233976,44.79537648088038
105691,1214.7374207292353
375077,194.12338067966087
26720,62.9721961765232
70683,169.460905216838
281194,40.31663511963552
390953,250.4073116809553
59608,225.02442600785213
341707,42.227765318535944
403654,39.60755778683409
209246,103.58981997306924
295413,43.925959878577885
379392,29.11386837300526
261533,37.60657248397527
130134,48.05306828540333
137990,124.97050927189802
413320,30.976712065696915
468459,134.4910524839047
189150,26.7294646780544
381154,27.57947022838053
373043,36.41811577762792
231677,7725.247852327426
438093,34.95097313943367
443706,38.05730933473774
230906,49.02943276343197
138183,11.65249394278743
78231,34.452241774905076
70795,34.545585271052005
283674,37.50447141263916
144543,24.51016501738036
213929,69.94230896484393
458437,1008.1051213438182
279629,48.837063982975565
